Item_Id,Item_Visibility,Store_Id,Item_Store_Sales
TCT23,0.02176755,STR045,3797.7232
JSP01,0,STR018,5690.5926
FDG16,0.08995645,STR049,3235788
HDJ56,0.062665642,STR018,1579.9434
COT24,0.176182345,STR035,1901.5248
NCV29,0.022843501,STR046,4621.9836
FDQ48,0.034411238,STR046,782.9808
TCT15,0,STR017,755.0172
PRK47,0.128861359,STR035,1406.1696
COT50,0.078290271,STR049,1194.4452
DRS48,0.008539208,STR035,402809
JNS20,0.100095288,STR010,127.1678
DRS47,0.046447328,STR049,2436828
TSH07,0.030794774,STR027,4532.7664
FDZ16,0.159081735,STR027,4649.9472
BLS09,0.034705807,STR027,4873656
FDB50,0.154487495,STR017,1246.3776
NCL06,0.072178679,STR049,5233188
DRG03,0.061686402,STR027,5229.1932
DRM59,0.003599378,STR045,3075996
TCT25,0.026832182,STR017,1332.2658
NCU42,0.019616991,STR017,2526711
OCT21,0.05226427,STR010,158.4604
DRO47,0.112203445,STR035,1697.79
SKT44,0.171761077,STR027,5351.0346
NCL29,0.114170506,STR045,1743.0644
FDL48,0.082266419,STR046,340.2238
FDJ21,0.038685176,STR018,2770.3938
FDT40,0.095795326,STR046,508.6712
CRD43,0.026814124,STR010,210.3928
FDM28,0.045203854,STR046,1617894
PNT35,0.020697723,STR046,5773.1518
NCP17,0.027827268,STR018,383.5008
FDT23,0.074883035,STR045,1090.5804
SWT15,0.156298858,STR046,1283.6624
NCU42,0.019412192,STR027,4379.6324
JNS23,0.105324246,STR027,3237.1196
HDJ34,0.019227816,STR019,331.5684
BST16,0.044093978,STR010,1041977
JNS60,0.117599259,STR045,3338987
FDQ44,0.036140297,STR046,2302.3364
FDZ09,0.104791689,STR013,3111.9492
DRS36,0.057021156,STR049,2011.3818
NCZ30,0.026058181,STR027,3374.2744
FDL09,0.12829573,STR045,2013.3792
BST05,0.03263762,STR017,1895.5326
DRO35,0.034765901,STR017,1853.5872
BLS60,0.095696334,STR017,2693.8268
NCZ29,0.071371458,STR046,1384.1982
SWT08,0.022696131,STR018,2706477
FDZ16,0.267565911,STR010,1162.4868
DRL37,0.053327763,STR013,865.54
FDL21,0.007145063,STR035,479376
DRS10,0.071076055,STR017,5469547
FDB53,0.139426044,STR035,3877.6192
DRM49,0.151925271,STR035,624.5204
CRD06,0.099479703,STR049,652484
BLS10,0.045900448,STR027,2844.2976
PRK13,0.21799414,STR019,1324942
OCT38,0.010454459,STR049,1406.1696
HDJ21,0.172641213,STR027,5303097
FDT60,0.075701524,STR045,2105.2596
PJS24,0.081914677,STR049,3835008
DRS56,0.071010513,STR049,5195.2374
FDG57,0.072444983,STR045,194.4136
HDJ14,0.069981909,STR013,6079.4198
PRK19,0.06457046,STR017,1669.8264
SWT01,0.024159767,STR035,815605
JNS32,0.089210159,STR017,1328271
JSP39,0.097611115,STR017,679116
NCU05,0.058975504,STR018,966.7416
NCA29,0.027430696,STR017,3593.3226
COT10,0,STR019,400.8116
DRL47,0.038815341,STR045,1887543
TSH50,0.152632413,STR019,96541
TCT23,0.021618297,STR027,2476776
PNT27,0.096491904,STR018,1854.9188
SWP36,0.033568871,STR017,2162.5184
FDZ51,0.054507422,STR013,666.4658
FDQ40,0.063079544,STR019,351.5424
FDB17,0.064208126,STR019,181.0976
FDQ16,0.041974489,STR017,2183824
FDG09,0.048207431,STR017,2065.3116
JSP59,0.041065647,STR017,4697.8848
OCT47,0.128709014,STR013,1846.9292
TSH21,0.03596071,STR046,1665.8316
NCO05,0.046520703,STR013,591.2304
NCL31,0.210596485,STR019,143147
NCH42,0.03674399,STR017,6201927
FDG57,0.072238195,STR013,972068
NCQ50,0.034141213,STR027,3419.5488
FDK24,0.101500374,STR045,679116
DRG39,0.042246575,STR049,1104.5622
SWT46,0.058105769,STR035,1777686
HDJ01,0.170141787,STR013,2303668
FDJ40,0.049579883,STR035,1965.4416
PRK01,0,STR049,1955.4546
FDJ09,0.058725134,STR017,407.4696
FDT49,0,STR049,1384864
DRS50,0.075695552,STR049,1504.0422
JNS39,0.007321067,STR017,2570.6538
HDJ36,0.009463757,STR017,1245046
NCE18,0.021407511,STR013,3495.45
FDB05,0.145669556,STR019,743.0328
FDK14,0.041273236,STR018,982.7208
JCK10,0.128090139,STR046,1376.2086
SKT45,0.135707553,STR035,2053.3272
PRK48,0.027774002,STR035,3159.8868
SWT04,0.07278643,STR019,191.7504
FDQ20,0.029640604,STR027,1543.3244
TCT13,0.187939003,STR045,1029.9926
NCR53,0.14492016,STR013,1800.3232
BLS49,0.125419157,STR049,399.48
PNT31,0.049121972,STR013,2916204
JSP03,0,STR027,3719.1588
FDL58,0.074149074,STR046,5273136
NCJ05,0.04604992,STR013,3354.3004
PRK10,0.035384612,STR017,3428.2042
FDK34,0.038340116,STR027,7150692
DRS48,0,STR019,161.1236
BST08,0.049080853,STR027,4602.6754
NCH06,0.076183667,STR027,3695.19
JNS08,0.028711412,STR018,377.5086
FDQ15,0,STR046,1787.0072
FDL56,0.12517151,STR027,3139.9128
SHR12,0.037826873,STR046,2285.0256
SWT49,0.101747034,STR013,4660.6
FDJ09,0,STR035,679116
BLS23,0.075142108,STR027,3773.7544
DRD01,0.061424738,STR018,1049.9666
PRK43,0.040597054,STR045,1864.24
HDJ48,0.041556697,STR019,307.5996
TCT12,0.126791761,STR010,527.3136
SWT33,0.117484834,STR046,2406867
OCT45,0.106097275,STR018,123.8388
FDJ10,0.129395895,STR013,1826.2894
SWT32,0.100265027,STR018,3323.0078
DRG51,0.011557563,STR049,3453.5046
VST31,0.119157788,STR018,2103928
DRS47,0.077622622,STR010,243.6828
FDT20,0.041194986,STR027,1235.7248
FDI34,0.085135953,STR046,3685.8688
OCT56,0.106816919,STR010,463.3968
SHT47,0.04421348,STR013,1038648
JCK04,0.013745883,STR027,1534.0032
NCZ06,0.094308058,STR049,3551.3772
HDJ37,0.026622757,STR045,3149234
COT46,0.014234595,STR049,4727.18
FDI10,0.078526225,STR049,5000.8238
NCT42,0.0249887,STR018,447.4176
BST29,0.143712172,STR018,1151.1682
FDQ11,0.067373081,STR027,3083.9856
PRK20,0.053822086,STR013,2554.0088
PNT26,0.043011277,STR018,3364.9532
NCH43,0.123557061,STR019,215.7192
COT25,0.127968205,STR018,3984813
FDB40,0.007570599,STR018,2187153
FDB14,0,STR019,372848
DRS23,0.081996785,STR035,540.6296
FDZ23,0.067777778,STR018,3169208
SWT35,0.080362549,STR017,4326.3684
SWT24,0.013929059,STR046,2221.1088
DRG15,0.077169953,STR017,1225072
HDJ60,0,STR046,1438128
FDK02,0.112681821,STR018,3235788
FDK24,0.10080442,STR027,1041.3112
NCA05,0.02512588,STR035,890.8404
BLS33,0.122519571,STR027,2363.59
TSH09,0.15021128,STR017,2696.49
FDK50,0.028357839,STR035,4530.1032
NCE55,0.130663423,STR017,2117244
FDG12,0.006335942,STR049,2048.6666
SKT37,0.032845997,STR013,3215814
DRG15,0.076735903,STR046,1225072
FDQ58,0.01530184,STR046,1378206
FDQ51,0.029377239,STR010,94.5436
PNT46,0.233356571,STR010,439428
SKT50,0.137053947,STR018,1047.3034
FDJ09,0,STR046,543.2928
NCC18,0.177236497,STR035,2586633
FDL04,0.111830282,STR013,952.7598
OCT48,0,STR049,1211756
FDD38,0.008204465,STR049,2342.9502
FDT47,0.02439015,STR027,3207.8244
BST41,0.064143995,STR045,1691132
OCT19,0.033275634,STR017,2432.8332
DRS26,0.107662745,STR017,2890.9036
DRS35,0.01115195,STR017,167.7816
FDQ55,0.013064516,STR045,1382.2008
JNS22,0.009954237,STR049,2659871
NCN29,0.021214364,STR019,97.2068
FDQ26,0.067859568,STR035,1599.9174
JNS24,0.103481775,STR045,1797.66
FDG50,0.015358176,STR017,1459.4336
NCF42,0.293066133,STR019,351.5424
FDT46,0.030981392,STR017,708.4112
DRE49,0,STR027,7741.9224
JNS56,0.013623294,STR045,1186.4556
FDD32,0.041098734,STR018,487.3656
NCN19,0.01209726,STR035,3225801
FDQ48,0.034382602,STR013,2251.0698
DRS34,0.035406842,STR027,8262578
LGS38,0.090374342,STR045,1946.7992
FDL58,0.074451126,STR018,6327.7632
HDJ59,0.031467128,STR045,2313655
FDZ03,0.078786674,STR046,3355632
JCK60,0.056032247,STR045,1619.2256
NCI30,0.058935522,STR046,2463.46
COT03,0.064577332,STR019,687.1056
FDZ20,0.034306962,STR046,3815034
FDQ31,0.053586458,STR027,966.7416
HDJ03,0.076431919,STR018,2025.3636
DRS45,0.039090105,STR045,4119.9704
NCO41,0.031549131,STR010,197.0768
FDK16,0.115233813,STR013,2856282
FDZ16,0.159825617,STR035,4262.4516
CRD18,0.073080167,STR017,2534.0348
BJK52,0.066727717,STR013,2371.5796
BJK09,0.012146608,STR035,782.9808
DRS43,0.022552083,STR017,6831108
TCT19,0.047036036,STR017,2759.0752
TSH50,0.087158654,STR035,2220443
PRK48,0.027756137,STR013,2106.5912
NCH07,0.092589917,STR013,1901.5248
NCK54,0,STR013,1514695
FDD53,0.077427883,STR019,41.9454
JNS58,0.121227447,STR035,4306.3944
FDI08,0.066284519,STR035,3486.1288
FDD08,0.03549838,STR018,455.4072
SWT34,0.072131519,STR045,2892.2352
SWT55,0,STR045,2830.3158
LGS05,0.021020616,STR045,2782.3782
FDL04,0.111902259,STR035,1905.5196
FDJ53,0.071548187,STR018,602549
FDB47,0.071540443,STR049,2508.7344
LGS29,0.121765124,STR019,264.9884
FDB33,0.014609738,STR045,3182524
FDL52,0.080697998,STR019,37.9506
FDB03,0.156802171,STR035,4326.3684
DRS20,0.024144862,STR035,2093941
FDT10,0.062297249,STR018,592562
FDK04,0.052058711,STR027,1145176
NCL07,0.031402114,STR045,319584
FDZ31,0.113217223,STR046,1725.7536
BST45,0,STR035,3044.7034
NCK54,0,STR018,1398.18
DRE15,0.031139933,STR019,303.6048
NCQ38,0.013363902,STR035,1917504
FDB08,0.030952737,STR027,3048.6982
DRF49,0.07136748,STR018,2277036
SHR27,0.058192802,STR049,5896.3248
FDB37,0.022976493,STR049,4086.0146
PRK35,0.111220521,STR046,968739
BST47,0.037967687,STR049,1618.5598
NCT53,0,STR027,2302.3364
FDL14,0.032158866,STR046,1713.7692
JCK21,0.045068892,STR019,945436
NCV54,0.033176087,STR045,1896.1984
NCO41,0.018845298,STR035,2759.0752
FDQ59,0.056375879,STR035,1006.6896
FDQ01,0.161356273,STR018,2805.0154
FDQ48,0.034605882,STR017,2153.1972
JCK09,0.033942546,STR049,4460.1942
FDK55,0.025740259,STR013,1605.9096
NCJ43,0.026938317,STR027,4012.1108
FDI07,0.033754478,STR035,3361.6242
NCW41,0.015375557,STR027,4278.4308
FDG33,0.140458316,STR049,3263.7516
NCO05,0.046333982,STR027,2660.5368
OCT53,0,STR035,908.1512
PNT49,0.139228412,STR046,1198.44
BJK33,0,STR027,1833.6132
FDQ51,0,STR017,756.3488
FDZ38,0.00799436,STR013,3793.7284
JNS52,0.121767168,STR045,353.5398
FDM50,0.030083482,STR035,1557972
JNS60,0.118025091,STR017,2553343
FDG60,0.060649213,STR013,2812.3392
BLS13,0.151931742,STR013,1105.8938
DRN59,0.063831013,STR027,1304968
TCT02,0.103091351,STR017,2519.3872
FDZ58,0.052389407,STR018,2817.6656
NCQ38,0.013355306,STR013,2024032
BJK39,0.019550858,STR045,4207856
FDT03,0.01005532,STR017,2756412
BLS09,0.034845668,STR013,3167.8764
FDJ02,0.025162022,STR035,1765.7016
BLS44,0.022685222,STR027,4314384
FDQ34,0.162571649,STR045,529311
SWT31,0.014825605,STR046,4206.5244
NCH55,0.058034349,STR010,253004
DRM47,0.043785694,STR046,3057.3536
DRL01,0.076798609,STR027,8413.0488
COT12,0.055241242,STR017,3131.9232
NCK30,0.061102235,STR045,2283.0282
JCK16,0.039517121,STR017,5896.3248
NCG06,0.029565309,STR018,515.3292
SWT36,0.128283243,STR046,3375606
FDT09,0.012332667,STR017,3559.3668
BJK08,0.065195229,STR035,1669.8264
TSH43,0.108253944,STR010,585.2382
NCN06,0.121178848,STR017,2784.3756
DRF15,0,STR013,306268
PJB05,0.09698132,STR013,2548.6824
FDM21,0.064351908,STR035,2061.3168
NCG54,0.079419801,STR027,5475.5392
FDD26,0.072301795,STR045,3331.6632
TCT23,0.021719387,STR035,3467.4864
COT37,0.021420031,STR045,3003.4238
JCK19,0.290430317,STR010,258.3304
FDT13,0.018571641,STR046,4333.6922
HDJ07,0,STR018,1148505
JSP47,0.020952705,STR049,2444.8176
NCW42,0.102371638,STR019,663.1368
NCQ50,0.034278798,STR013,4488.1578
FDQ09,0,STR045,1382.2008
FDI20,0.038377013,STR027,4432.2306
NCP05,0.025325897,STR049,3795.06
OCT02,0.020898691,STR017,814.9392
OCT45,0.105881129,STR045,454.0756
DRG49,0.112906337,STR010,488.6972
TSH37,0.055216312,STR035,3237.1196
PRK13,0.125210375,STR017,1059.9536
NCW42,0.058185842,STR027,4199.8664
FDK15,0.098814721,STR018,1884.8798
SWT51,0.022058724,STR046,3523.4136
FDJ20,0.100091576,STR013,2105.2596
DRK59,0.075876602,STR017,1874.8928
FDL45,0.037841362,STR018,2628.5784
OCT41,0.081943273,STR013,3440.8544
FDD05,0.016645164,STR045,1687.1372
FDZ39,0.018061324,STR045,2063.98
HDJ35,0.028062401,STR019,91.8804
NCE06,0.091857904,STR018,1617894
BST57,0.036109413,STR027,4538.0928
FDD33,0.108633372,STR018,2323642
FDQ10,0.03324652,STR045,4483.4972
BLS15,0.016720132,STR013,419454
PRK50,0.055433377,STR046,4434228
SWT21,0.084966021,STR046,1965.4416
FDL58,0.074135053,STR035,2109.2544
FDK09,0.091745951,STR035,2290352
PRK08,0.056685383,STR027,3175866
BST20,0.00552947,STR035,2376906
BJK04,0.013664703,STR045,5683.2688
TSH50,0.087310672,STR049,1544656
SWT08,0.022639195,STR049,2165.1816
FDD05,0.016531033,STR027,3012745
FDG41,0.076873991,STR018,1547.3192
TCT39,0.035863436,STR027,1125.8678
NCQ43,0.111301625,STR046,1528.6768
NCY42,0.015193323,STR045,858882
BJK26,0.046408928,STR027,3998.7948
SKT20,0,STR035,279636
SWT14,0.07494003,STR046,902.8248
SHR49,0.065119701,STR027,4026.7584
FDM40,0,STR017,2410.8618
BST10,0.090456903,STR017,2098.6016
NCU17,0.093071679,STR045,509337
FDB36,0.048292189,STR027,2492.0894
DRF13,0.029902679,STR018,1161.1552
FDL13,0.056547986,STR018,6291.81
NCH55,0.034726222,STR049,3036048
NCF18,0.088908547,STR013,2876256
SKT09,0.044024163,STR010,102.5332
JNS09,0.020568574,STR046,2078.6276
JNS09,0.020564685,STR035,3266.4148
TCT16,0.058226609,STR013,671.1264
FDD26,0.072155462,STR046,3146.5708
NCA29,0.027253711,STR013,3251.1014
FDZ26,0.144604071,STR018,3585333
FDT56,0.193477995,STR010,405.4722
BJK22,0.056945936,STR045,1923.4962
OCT21,0.031288338,STR045,2852.2872
FDD44,0.078400465,STR046,4380.2982
PRK56,0.038976089,STR017,3934878
BJK21,0.058918844,STR049,5313084
FDM44,0.031176157,STR018,722393
DRK01,0.061159246,STR049,1607.2412
COT22,0,STR035,1438128
JCK57,0.052550476,STR045,722393
DRF49,0.124448295,STR019,113.8518
DRK11,0.010808272,STR018,1043.9744
FDT51,0.010963269,STR018,335.5632
BST58,0,STR017,4029.4216
FDT23,0.075035902,STR018,856.8846
NCT42,0.024882614,STR035,1640.5312
FDJ41,0.022878953,STR035,3924891
NCF42,0.166572501,STR027,3691.1952
TSH19,0.055081623,STR013,2055.9904
DRS09,0.025920816,STR046,2059.9852
NCO14,0.029500321,STR027,802.9548
COT39,0.137645467,STR045,2940.1728
PNT45,0,STR027,4302.3996
TSH15,0.026818196,STR010,498.0184
HDJ13,0.030102335,STR013,2220443
HDJ31,0.043740308,STR018,2354.2688
LGS29,0.069653585,STR049,2914.8724
FDJ52,0.01785932,STR018,2246.4092
PJB41,0.017755213,STR045,2752.4172
FDQ36,0.161875063,STR045,335.5632
JNS35,0.128181759,STR035,2792.3652
BST02,0.121250374,STR046,1032.6558
TSH34,0.014921093,STR018,1211756
NCL42,0.040434372,STR049,5635.3312
BST14,0.031508924,STR045,1697.79
DRD25,0.079094835,STR049,1018674
DRF01,0.175793413,STR018,1749.7224
BJK39,0.019495051,STR013,10256649
JCK01,0.063313974,STR035,1829.6184
FDB10,0.0674819,STR018,1181795
HDJ14,0.070026951,STR035,6608065
PNT57,0.023496967,STR046,2828.3184
NCH29,0,STR018,1565.9616
FDJ45,0.073559521,STR045,830.9184
FDZ48,0.07626905,STR018,1006.6896
JNS44,0.039925235,STR045,4570.0512
PNT01,0.093883945,STR019,398.1484
FDZ57,0.03773288,STR013,1413.4934
FDI08,0.066400129,STR049,5727.2116
DRA24,0.039920687,STR035,3439.5228
PRK39,0.022351808,STR027,4986842
NCL31,0.120180894,STR013,2290352
FDD34,0.015900971,STR049,1794331
SKT34,0.172759093,STR046,4673916
NCK05,0.077454252,STR046,735.0432
FDB32,0.039255412,STR010,93.8778
SKT03,0.072252888,STR017,5267.1438
COT19,0.016664252,STR018,729051
FDZ28,0.086187886,STR010,127.1678
FDK28,0.109784056,STR010,1288323
NCU30,0,STR018,3588662
JNS57,0,STR045,4853682
FDB02,0.029023048,STR027,6704606
FDD52,0.183142346,STR013,2087283
BLS34,0,STR013,6595.4148
FDB50,0.153857402,STR049,778986
PRK55,0.081290366,STR049,2524.0478
PNT21,0.066935459,STR046,3175866
CRD07,0.055514919,STR049,341.5554
COT11,0.050657232,STR010,249.0092
NCC54,0.098108957,STR018,4579.3724
JNS35,0.128405328,STR049,2326971
NCU29,0.025477448,STR046,3515424
NCZ53,0.040969757,STR010,376.8428
DRE03,0.040550868,STR010,47.2718
FDZ09,0.175545889,STR010,163.7868
BST40,0.099344826,STR045,743.0328
LGS18,0.042276746,STR049,1500.7132
SWT24,0.013861607,STR027,2036.0164
PRK34,0.076387367,STR027,3870.9612
LGS53,0.08996026,STR045,1426.1436
OCT38,0.010480751,STR018,2460.7968
DRM35,0.070587419,STR045,5888.3352
JSP25,0.03387323,STR013,828921
NCP06,0.039238384,STR035,2569.3222
FDT02,0.024331586,STR017,529311
NCP14,0.110197977,STR013,3658571
CRD43,0.028048877,STR019,210.3928
JCK20,0.045631231,STR013,1265.02
FDK04,0.087559621,STR010,229.0352
FDQ15,0.252865979,STR010,162.4552
BST11,0.135306012,STR049,2221.1088
BLS01,0.126760908,STR019,352874
SKT29,0.024201084,STR035,2175.8344
SKT48,0.015856295,STR035,1403.5064
DRF27,0.028411899,STR035,2143876
VST55,0.160529322,STR013,296281
PJB30,0.026771204,STR017,1981.4208
DRN36,0.049934854,STR027,2588.6304
JCK08,0.113045883,STR017,2906217
CRD31,0.015359722,STR027,1973.4312
FDK45,0.034049703,STR017,452744
DRE49,0.02128304,STR049,2428.8384
TCT52,0.063462048,STR027,1721093
FDD53,0.074019393,STR010,83.8908
BJK11,0.017666978,STR045,4566.7222
NCR30,0.124299531,STR019,298.2784
FDD03,0.079739853,STR013,5359.69
BJK09,0.012167793,STR049,111.8544
PRK33,0,STR018,974.0654
FDK03,0.074338562,STR017,9664.7528
FDD29,0.018407033,STR035,5834.4054
FDD02,0.050369191,STR049,1422.1488
BJK29,0.019837655,STR027,1687803
JCK59,0.056465714,STR046,2285.0256
NCN17,0.054928641,STR035,1508037
NCM55,0.066829875,STR049,3146.5708
FDD39,0.122832172,STR019,432.77
PRK02,0.146692433,STR017,4096.6674
BLS16,0.062827447,STR045,1444786
FDM21,0.064464147,STR049,5410.9566
FDJ04,0.124959013,STR018,355.5372
FDT50,0,STR049,1342.2528
FDM27,0.15911489,STR018,1104.5622
FDT19,0.145335007,STR045,2077296
FDQ39,0.081168135,STR049,3630.6074
NCU30,0.034874689,STR046,2446815
HDJ27,0.031898175,STR046,1784344
DRS14,0.038211537,STR046,1569.9564
FDJ21,0.03874616,STR017,4811.7366
SWT47,0.03443677,STR027,4870.9928
FDK56,0.130261652,STR045,3367.6164
NCN05,0.014456938,STR035,1464.76
SKT26,0.126383094,STR046,667.1316
FDT14,0.127620811,STR013,3475476
PRK36,0.046878474,STR035,2306997
PNT48,0.220111117,STR010,455.4072
FDM04,0.0471117,STR035,615.1992
FDZ37,0.019768503,STR046,1569.9564
BST46,0.015858893,STR017,453.4098
NCQ53,0.018905326,STR046,8508924
NCN42,0.014280554,STR018,1177.1344
SWP11,0.075675438,STR049,331.5684
NCI42,0.010381661,STR049,2292.3494
FDT07,0.077475884,STR045,4870327
DRL60,0.02705936,STR046,914.8092
FDG20,0.126199917,STR018,1239.7196
BJK56,0.119462225,STR046,1810976
JNS33,0.027454997,STR018,2324.9736
NCF31,0.051928034,STR049,1973.4312
FDD59,0,STR046,1438128
FDQ52,0.119570595,STR049,4221.8378
JCK09,0.033725743,STR027,4247804
FDK24,0.101275792,STR035,950.7624
NCA18,0.056077574,STR046,1621.8888
NCE07,0,STR045,1701.7848
FDM45,0.088178053,STR035,2302.3364
FDQ32,0.046608497,STR046,3095.97
FDI34,0.085119855,STR035,4146.6024
BST14,0.031418984,STR013,2596.62
DRF37,0.084809658,STR017,3155892
DRS44,0.035350045,STR017,3579.3408
SKT59,0,STR049,1342.2528
NCI29,0.054601779,STR010,425.4462
JNS38,0.102188428,STR018,1201.1032
FDZ49,0.133034816,STR013,2864.9374
DRD49,0.16817143,STR045,3813.7024
TSH02,0.029722659,STR046,1589.2646
SWT20,0.042733625,STR018,3848324
PRK24,0.062172698,STR013,619.8598
FDI58,0.070704474,STR046,1491392
FDQ60,0.191500528,STR019,120.5098
FDJ27,0.122065518,STR049,2546685
JNS27,0.04021623,STR017,1328271
NCL41,0.041737627,STR046,519324
NCP29,0.11227101,STR046,703.0848
SKT45,0.135075924,STR027,3422212
BLS33,0.12301331,STR013,2079.9592
SHR01,0.019238942,STR045,1133.1916
FDL57,0.067212845,STR045,4908.2776
NCF42,0.280164929,STR010,527.3136
FDG50,0.015271793,STR046,1550.6482
OCT22,0.136512858,STR049,3052.0272
COT36,0.078034976,STR049,3954852
HDJ04,0.042649476,STR018,978726
FDZ09,0.104859135,STR035,4094.67
OCT28,0.110202066,STR049,721.0614
BLS32,0.01558456,STR049,4795.0916
SHT37,0.060805497,STR027,3339.6528
BST57,0.036490369,STR017,1843.6002
FDG05,0.088025298,STR045,2659871
FDI09,0.129864461,STR018,5992.2
DRD12,0,STR027,2645.2234
FDD02,0.084176826,STR010,592562
FDI36,0.062343432,STR046,593.2278
DRK39,0.049942926,STR049,1414825
OCT44,0.025867261,STR035,1471418
PRK56,0.038817121,STR049,524.6504
SHT59,0.01941154,STR045,502.0132
NCA30,0.216478153,STR010,567.2616
BJK17,0.042707323,STR045,2946165
PJB18,0,STR046,3338987
NCO53,0.175898114,STR018,2940.1728
FDT23,0.074847665,STR049,623.1888
NCJ19,0.118180011,STR046,1030.6584
FDI05,0.127587344,STR017,1805.6496
NCJ19,0.19780911,STR010,114.5176
LGS29,0.069208684,STR027,4504.8028
NCC06,0.026963909,STR013,3451.5072
FDJ12,0.039261947,STR017,2492.7552
DRS48,0.008533716,STR013,402809
SWT32,0.100423086,STR017,2600.6148
OCT02,0,STR027,2716464
FDD16,0.036353098,STR046,2386.2272
PNT09,0.077348214,STR027,8028.8822
FDB32,0.023548476,STR018,1314.2892
JCK11,0.069043044,STR013,4136.6154
FDG09,0.048010812,STR049,3004.0896
BJK21,0.058778429,STR013,2656542
NCJ19,0.117607719,STR027,2748.4224
HDJ03,0.127412338,STR010,337.5606
FDK58,0.044945123,STR013,2631.2416
SKT26,0.126579586,STR049,2557.3378
BLS15,0.016802225,STR018,2376906
SWP11,0.075192072,STR027,2597.2858
NCK17,0.03786331,STR013,319584
SHR01,0.019200003,STR046,492692
FDD03,0.079791176,STR035,2796.36
NCY17,0.16334971,STR049,669129
DRY23,0.109265987,STR049,980.0576
FDT50,0.10821852,STR035,1342.2528
SKT38,0.122392031,STR013,2782.3782
NCN06,0.20168772,STR010,327.5736
JCK56,0.046259036,STR027,1576.6144
DRS34,0.035651291,STR045,2916204
TCT07,0.059835659,STR035,3022732
NCO55,0.091408076,STR018,1071938
FDL16,0.169405699,STR017,792302
FDT59,0.015943701,STR045,3225.1352
DRF01,0.174232377,STR027,1895.5326
LGS06,0.031801103,STR045,3155892
HDJ13,0.052749199,STR019,229701
DRF36,0.039463564,STR010,191.0846
JNS10,0,STR046,894.8352
BST09,0.036159635,STR010,331.5684
SKT20,0.024020078,STR045,1174.4712
FDI58,0.071104408,STR017,1864.24
FDI56,0.093913607,STR017,1733.0774
NCI17,0.144006886,STR018,1061951
NCE19,0.093159233,STR049,1037.3164
TSH26,0.129425145,STR019,219.0482
PNT01,0.053839714,STR018,2388.8904
SKT32,0.098629062,STR027,2406.2012
BJK11,0.017658634,STR049,1442.1228
OCT46,0.041282286,STR046,1230.3984
HDJ33,0.170186628,STR019,159.1262
DRG23,0.086781204,STR046,1829.6184
HDJ04,0.042270751,STR027,4567388
BST26,0.089186275,STR045,2745.0934
NCU42,0.019502965,STR035,4211185
NCO42,0.024650932,STR035,2916204
TCT25,0.026722744,STR049,984.7182
DRS02,0.037516862,STR027,3004.0896
PRK22,0.023154399,STR046,351.5424
FDG57,0.072284689,STR035,631.8442
FDQ25,0.028391879,STR018,4138.6128
LGS06,0.031866022,STR018,2892901
SKT29,0.024088444,STR027,1832.2816
NCZ41,0.064409056,STR035,1752.3856
DRS23,0.082012293,STR046,656.4788
FDB03,0.157075658,STR049,3845.6608
BLS25,0.107110465,STR019,229.0352
NCN05,0.014459672,STR046,732.38
JNS43,0.076483451,STR027,847.5634
FDG44,0.10234983,STR049,539298
PRK12,0.174827835,STR018,1635.8706
FDI52,0.104591027,STR013,2450144
TCT12,0.075868843,STR049,1845.5976
FDG58,0.086764795,STR035,3427.5384
TSH16,0.03408026,STR018,5084.0488
CRD18,0.072655379,STR035,4837.7028
FDI21,0.056555715,STR013,639168
DRS31,0.043402224,STR017,2587.9646
FDB35,0.064882207,STR018,1470.0864
FDK58,0.044764726,STR027,2428.8384
TCT14,0.034752647,STR046,3745125
NCP43,0.030631323,STR018,2516724
FDM20,0,STR027,3185.1872
FDT36,0.110735739,STR027,988.0472
DRS19,0.038657256,STR018,1757712
FDB29,0.052493162,STR049,2519.3872
BLS39,0.065890998,STR017,1510.0344
FDI02,0.114565093,STR046,337.5606
TSH46,0.117065801,STR027,6026.8216
JNS36,0.026450779,STR017,2909546
BST35,0.043863865,STR013,761.6752
FDT46,0,STR035,809.6128
PRK21,0.036551446,STR019,123.8388
DRD12,0.077630199,STR017,1459.4336
PNT14,0.304737387,STR019,107.8596
FDG22,0.041180766,STR027,768999
SWT58,0.043831721,STR049,2746425
FDB40,0.007503372,STR027,4374306
FDJ36,0.214681063,STR010,205.0664
NCL53,0.060649825,STR010,354.2056
PJB05,0.097258937,STR045,1506.0396
COT21,0.009763021,STR046,1800.3232
NCF07,0.032152981,STR018,1518024
TCT20,0.021439694,STR013,1325.6078
FDK09,0.153592956,STR010,458.0704
HDJ57,0.121231308,STR035,1534.0032
FDD51,0.119371835,STR027,905488
TSH49,0.064607378,STR027,2267.7148
FDG33,0.14024028,STR046,3263.7516
FDG35,0,STR049,2954.1546
SKT52,0.008296692,STR045,2106.5912
PRK34,0.077193256,STR017,683.1108
NCY05,0.055075504,STR049,282.2992
COT46,0.014209811,STR035,1701.7848
HDJ20,0.081879864,STR049,1358232
TSH13,0.078540095,STR035,607.2096
PRK04,0.146540889,STR013,1685.8056
TCT51,0.097059596,STR017,2302.3364
FDK50,0.028478742,STR018,2750.4198
COT60,0.034340926,STR013,981.3892
FDM13,0.063532672,STR017,1442.7886
TCT12,0.075384242,STR027,7646.0472
NCG54,0.080131363,STR018,1539.9954
